Response_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality_Cluster,Q4_Monthly_Income,Q5_Favorite_Sport,Q6_Favorite_Team,Q7_Fan_Type,Q8_Own_Jerseys,Q9_Jerseys_Owned,Q10_Jersey_Type_Interest,Q11_Authentication_Importance,Q12_Preferred_Condition,Q13_Player_Popularity_Importance,Q14_Rarity_Importance,Q15_Vintage_Interest,Q16_Willingness_to_Spend,Q17_Purchase_Frequency,Q18_Discount_Influence,Q19_Recommendation_Influence,Q20_Wishlist_Behavior,Q21_Would_Use_Platform,Q22_Trust_Factors,Q23_Would_Resell,Q24_Loyalty_Interest,Q25_Feature_Ranking
69,25-34,Female,South Asian,"3,000-10,000",Football,PSG,Investment buyer,Yes,11-25,Signed by player,4,Mint (perfect),3,3,"Yes, very interested",50-200,2-4 times a year,Strongly influences,Maybe,"Yes, frequently",Definitely yes,Blockchain verification; Seller ratings and reviews; AI-powered authenticity checks; Money-back guarantee,Yes,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
70,45-54,Male,East Asian,"20,001-35,000",Football,AC Milan,Hardcore collector,Yes,26+,Signed by player,4,"Used (visible wear, but authentic)",3,3,Not interested,"501-1,500",2-4 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, frequently",Probably no,Seller ratings and reviews; AI-powered authenticity checks,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
71,45-54,Male,East Asian,"10,001-20,000",Other,None Specific,Investment buyer,Yes,11-25,Vintage,3,Good (minor wear),2,3,"Yes, very interested",50-200,5-10 times a year,No impact,Maybe,"Yes, frequently",Definitely yes,Money-back guarantee; AI-powered authenticity checks; Blockchain verification,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
72,35-44,Male,Western Expat,"3,000-10,000",Basketball,Miami Heat,Hardcore collector,Yes,11-25,Signed by player,4,Mint (perfect),4,5,"Yes, very interested","501-1,500",5-10 times a year,No impact,"No, I prefer browsing on my own",No,Not sure,Blockchain verification; AI-powered authenticity checks; Third-party authentication certificates; Money-back guarantee; Seller ratings and reviews,Maybe,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
73,18-24,Male,South Asian,"20,001-35,000",Football,Liverpool,Investment buyer,Yes,11-25,Game-Worn,4,Condition doesn't matter if rare,4,3,"Yes, very interested","1,501-3,000",2-4 times a year,No impact,Maybe,No,Definitely yes,Money-back guarantee; Blockchain verification; AI-powered authenticity checks,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
74,25-34,Male,Other,"20,001-35,000",Football,Arsenal,Casual viewer,Yes,1-3,Regular replica,3,"Used (visible wear, but authentic)",2,1,Somewhat interested,50-200,Once a year or less,Somewhat influences,"Yes, definitely",No,Probably yes,Third-party authentication certificates,No,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
75,35-44,Male,South Asian,"20,001-35,000",Cricket,India National,Investment buyer,Yes,4-10,Game-Worn,5,"Used (visible wear, but authentic)",2,3,"Yes, very interested","1,501-3,000",Once a year or less,Somewhat influences,Maybe,"Yes, occasionally",Probably yes,AI-powered authenticity checks; Money-back guarantee; Blockchain verification; Third-party authentication certificates,Yes,Not really,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
76,35-44,Prefer not to say,Arab,"3,000-10,000",Football,AC Milan,Hardcore collector,Yes,4-10,Game-Worn,3,Condition doesn't matter if rare,4,3,"Yes, very interested","501-1,500",2-4 times a year,Somewhat influences,"Yes, definitely","Yes, occasionally",Definitely yes,Blockchain verification; Money-back guarantee; Seller ratings and reviews; AI-powered authenticity checks; Third-party authentication certificates,No,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
77,35-44,Male,Arab,"10,001-20,000",Football,Al Ahly,Casual viewer,Yes,1-3,Game-Worn,4,Condition doesn't matter if rare,4,3,"Yes, very interested",50-200,2-4 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Definitely yes,Seller ratings and reviews,No,Somewhat,Authentication verification > Rarity scoring system > Dynamic pricing transparency > AI-based recommendations
78,18-24,Male,African,"20,001-35,000",Other,Team India Hockey,Casual viewer,No,,Regular replica,3,Mint (perfect),3,3,Somewhat interested,"501-1,500",2-4 times a year,Strongly influences,"Yes, definitely","Yes, frequently",Probably yes,AI-powered authenticity checks; Third-party authentication certificates; Money-back guarantee,No,Somewhat,Rarity scoring system > AI-based recommendations > Dynamic pricing transparency > Authentication verification
79,18-24,Male,East Asian,"3,000-10,000",Football,Arsenal,Passionate fan,No,,Regular replica,4,Condition doesn't matter if rare,3,2,Somewhat interested,"501-1,500",2-4 times a year,Somewhat influences,Maybe,"Yes, frequently",Definitely yes,Blockchain verification; Money-back guarantee,No,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
80,25-34,Female,Arab,"3,000-10,000",Football,Liverpool,Casual viewer,Yes,4-10,Game-Worn,2,Good (minor wear),2,2,Not interested,"1,501-3,000",Once a year or less,No impact,Maybe,"Yes, occasionally",Not sure,AI-powered authenticity checks; Third-party authentication certificates; Seller ratings and reviews,No,Not really,AI-based recommendations > Dynamic pricing transparency > Authentication verification > Rarity scoring system
81,18-24,Female,African,"3,000-10,000",Other,None Specific,Passionate fan,Yes,1-3,Vintage,4,Good (minor wear),3,3,"Yes, very interested",201-500,5-10 times a year,No impact,Maybe,"Yes, occasionally",Definitely yes,Seller ratings and reviews; Third-party authentication certificates,Maybe,"Yes, strongly",Rarity scoring system > AI-based recommendations > Authentication verification > Dynamic pricing transparency
82,25-34,Male,South Asian,"3,000-10,000",Basketball,LA Lakers,Hardcore collector,Yes,26+,Signed by player,4,Mint (perfect),2,5,"Yes, very interested","501-1,500",Once a year or less,Strongly influences,Maybe,"Yes, occasionally",Definitely yes,Blockchain verification; Seller ratings and reviews; Money-back guarantee,No,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
83,18-24,Male,East Asian,"Above 50,000",Football,Bayern Munich,Hardcore collector,Yes,1-3,Game-Worn,4,Condition doesn't matter if rare,3,5,Somewhat interested,"3,000+",More than 10 times a year,No impact,"Yes, definitely","Yes, occasionally",Probably yes,AI-powered authenticity checks; Money-back guarantee; Seller ratings and reviews; Blockchain verification,Maybe,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
84,18-24,Female,East Asian,"35,001-50,000",Football,Juventus,Passionate fan,Yes,4-10,Signed by player,4,Good (minor wear),4,4,Not interested,"1,501-3,000",2-4 times a year,No impact,"Yes, definitely","Yes, occasionally",Definitely no,Blockchain verification; Seller ratings and reviews; Third-party authentication certificates,Maybe,Not really,Dynamic pricing transparency > Authentication verification > AI-based recommendations > Rarity scoring system
85,18-24,Female,Arab,"3,000-10,000",Cricket,Australia National,Passionate fan,Yes,4-10,Vintage,3,Good (minor wear),3,3,Not interested,50-200,5-10 times a year,Somewhat influences,"Yes, definitely",No,Probably yes,Seller ratings and reviews; Blockchain verification; AI-powered authenticity checks,Maybe,"Yes, strongly",Rarity scoring system > Dynamic pricing transparency > AI-based recommendations > Authentication verification
86,55-65,Female,Other,"10,001-20,000",Football,Real Madrid,Investment buyer,Yes,26+,Signed by player,4,Mint (perfect),5,4,Somewhat interested,Under 50,5-10 times a year,Somewhat influences,Maybe,"Yes, occasionally",Probably yes,AI-powered authenticity checks; Blockchain verification; Third-party authentication certificates; Seller ratings and reviews,Yes,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
87,18-24,Male,Arab,,Basketball,LA Lakers,Casual viewer,No,,Regular replica,2,Good (minor wear),3,1,Somewhat interested,50-200,2-4 times a year,Somewhat influences,"Yes, definitely",No,Probably no,Money-back guarantee; Third-party authentication certificates; AI-powered authenticity checks,No,Somewhat,AI-based recommendations > Authentication verification > Rarity scoring system > Dynamic pricing transparency
88,35-44,Male,South Asian,"3,000-10,000",Football,Liverpool,Passionate fan,No,,Vintage,5,Mint (perfect),4,3,Somewhat interested,"501-1,500",5-10 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Not sure,AI-powered authenticity checks; Seller ratings and reviews; Blockchain verification,Yes,Not really,Dynamic pricing transparency > Rarity scoring system > AI-based recommendations > Authentication verification
89,35-44,Male,Arab,"10,001-20,000",Football,Al Ahly,Hardcore collector,Yes,26+,Signed by player,4,Mint (perfect),3,3,"Yes, very interested",201-500,5-10 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Definitely yes,Third-party authentication certificates; Money-back guarantee,Yes,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
90,25-34,Male,Western Expat,"20,001-35,000",Basketball,LA Lakers,Passionate fan,No,,Limited Edition,2,Good (minor wear),1,2,Somewhat interested,201-500,2-4 times a year,Strongly influences,Maybe,"Yes, occasionally",Definitely no,AI-powered authenticity checks; Third-party authentication certificates; Seller ratings and reviews,Yes,Not really,Dynamic pricing transparency > Authentication verification > AI-based recommendations > Rarity scoring system
91,35-44,Male,Western Expat,"20,001-35,000",Baseball,Chicago Cubs,Hardcore collector,Yes,4-10,Regular replica,4,Mint (perfect),3,3,"Yes, very interested",Under 50,2-4 times a year,Somewhat influences,"No, I prefer browsing on my own",No,Definitely yes,Blockchain verification; Third-party authentication certificates,Maybe,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
92,25-34,Male,Western Expat,"10,001-20,000",Football,Juventus,Hardcore collector,Yes,11-25,Vintage,4,Mint (perfect),4,3,"Yes, very interested",50-200,5-10 times a year,Somewhat influences,Maybe,"Yes, occasionally",Definitely yes,Seller ratings and reviews; Money-back guarantee; Third-party authentication certificates; Blockchain verification,Maybe,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
93,25-34,Male,South Asian,"3,000-10,000",Football,PSG,Casual viewer,Yes,4-10,Limited Edition,3,"Used (visible wear, but authentic)",3,3,Not interested,201-500,Once a year or less,Strongly influences,"Yes, definitely","Yes, frequently",Not sure,Blockchain verification; Third-party authentication certificates,No,Not really,Dynamic pricing transparency > Rarity scoring system > AI-based recommendations > Authentication verification
94,45-54,Female,South Asian,"20,001-35,000",Cricket,Pakistan National,Investment buyer,Yes,26+,Game-Worn,3,Good (minor wear),2,4,"Yes, very interested",50-200,2-4 times a year,Somewhat influences,Maybe,"Yes, frequently",Definitely yes,Third-party authentication certificates; Blockchain verification; Money-back guarantee; Seller ratings and reviews,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
95,55-65,Male,African,"Below 3,000",Other,Multiple Teams,Investment buyer,No,,Signed by player,3,Good (minor wear),2,4,Somewhat interested,Under 50,2-4 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Probably no,Blockchain verification; AI-powered authenticity checks; Seller ratings and reviews,Maybe,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
96,45-54,Female,South Asian,"20,001-35,000",Basketball,Boston Celtics,Passionate fan,No,,Signed by player,4,Good (minor wear),3,2,"Yes, very interested","501-1,500",2-4 times a year,No impact,Maybe,"Yes, occasionally",Not sure,Third-party authentication certificates,Yes,"Yes, strongly",Authentication verification > AI-based recommendations > Rarity scoring system > Dynamic pricing transparency
97,35-44,Female,Western Expat,"3,000-10,000",Basketball,Brooklyn Nets,Hardcore collector,Yes,26+,Game-Worn,4,Good (minor wear),3,5,Somewhat interested,"1,501-3,000",Once a year or less,No impact,"Yes, definitely","Yes, occasionally",Not sure,Blockchain verification; Money-back guarantee; AI-powered authenticity checks,Maybe,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
98,25-34,Male,South Asian,"35,001-50,000",Cricket,Pakistan National,Passionate fan,No,,Regular replica,4,Mint (perfect),2,2,Not interested,201-500,Once a year or less,Strongly influences,"Yes, definitely","Yes, frequently",Probably no,Blockchain verification; Money-back guarantee; Third-party authentication certificates; AI-powered authenticity checks,Maybe,"Yes, strongly",Authentication verification > Rarity scoring system > Dynamic pricing transparency > AI-based recommendations
99,25-34,Male,Western Expat,"10,001-20,000",Baseball,SF Giants,Casual viewer,No,,Regular replica,1,Good (minor wear),2,1,Not interested,Under 50,More than 10 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Probably no,Third-party authentication certificates,Maybe,"Yes, strongly",Rarity scoring system > AI-based recommendations > Authentication verification > Dynamic pricing transparency
100,25-34,Male,African,"3,000-10,000",Football,Real Madrid,Hardcore collector,Yes,11-25,Game-Worn,3,Mint (perfect),3,4,"Yes, very interested","3,000+",More than 10 times a year,Strongly influences,"Yes, definitely","Yes, frequently",Definitely yes,Money-back guarantee; Seller ratings and reviews; Blockchain verification,Maybe,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
